Date,C_,S_,W_,
20200803,1,1,0,995525.0
20200804,1,1,0,995262.0
20200805,1,1,0,994975.0
20200806,1,1,0,994925.0
20200807,1,0,0,995000.0
20200810,1,0,0,994862.0
20200811,1,0,0,994812.0
20200812,1,0,0,994662.0
20200813,0,0,0,994300.0
20200814,0,0,0,994300.0
20200817,0,1,0,994862.0
20200818,0,1,0,994788.0
20200819,0,1,0,994800.0
20200820,0,1,0,994362.0
20200821,0,1,0,994338.0
20200824,0,1,0,994388.0
20200825,0,1,0,995112.0
20200826,0,1,0,995312.0
20200827,0,1,0,996200.0
20200828,0,1,0,996625.0
20200831,0,1,1,996400.0
20200901,0,1,1,997050.0
20200902,0,1,1,997125.0
20200903,0,1,1,997075.0
20200904,0,1,1,997025.0
20200908,0,1,1,996975.0
20200909,0,1,1,997238.0
20200910,0,1,1,997400.0
20200911,1,1,1,997988.0
20200914,1,1,1,998400.0
20200915,1,1,0,997300.0
20200916,1,1,0,998575.0
20200917,1,1,0,999612.0
20200918,1,1,1,1000838.0
20200921,1,1,1,998338.0
20200922,1,1,1,998338.0
20200923,1,1,1,997588.0
20200924,1,1,0,996375.0
20200925,1,1,0,996588.0
20200928,1,1,0,996350.0
20200929,1,1,0,996088.0
20200930,1,1,1,998300.0
20201001,1,1,1,998100.0
20201002,1,1,1,997962.0
20201005,1,1,1,998538.0
20201006,1,1,1,1000362.0
20201007,1,1,1,1001638.0
20201008,1,1,1,1000888.0
20201009,1,1,1,1001988.0
20201012,1,1,1,1000125.0
20201013,1,1,1,1000738.0
20201014,1,1,1,1001750.0
20201015,1,1,1,1003488.0
20201016,1,1,1,1003138.0
20201019,1,1,1,1003600.0
20201020,1,1,1,1004512.0
20201021,1,1,1,1005050.0
20201022,1,1,1,1004912.0
20201023,1,1,1,1006062.0
20201026,1,1,1,1005550.0
20201027,1,1,1,1004975.0
20201028,1,1,1,1002812.0
20201029,1,1,1,1002200.0
20201030,1,1,0,1002112.0
20201102,1,1,0,1001862.0
20201103,1,1,0,1002638.0
20201104,1,1,0,1003950.0
20201105,1,1,0,1005025.0
20201106,1,1,0,1004788.0
20201109,1,1,0,1005275.0
20201110,1,1,0,1007825.0
20201111,1,1,0,1007862.0
20201112,1,1,0,1007062.0
20201113,1,1,0,1007300.0
20201116,1,1,0,1007862.0
20201117,1,1,0,1008875.0
20201118,1,1,0,1009450.0
20201119,1,1,0,1009375.0
20201120,1,1,0,1009588.0
20201123,1,1,0,1010275.0
20201124,1,1,0,1010225.0
20201125,1,1,0,1009612.0
20201127,1,1,0,1010312.0
20201130,1,1,0,1008762.0
20201201,1,1,0,1008175.0
20201202,1,0,0,1007412.0
20201203,1,0,0,1007550.0
20201204,1,0,0,1007250.0
20201207,1,0,0,1007425.0
20201208,1,0,0,1007212.0
20201209,1,0,0,1007412.0
20201210,1,0,0,1007288.0
20201211,1,0,0,1007400.0
20201214,1,0,0,1007425.0
20201215,1,0,0,1007462.0
20201216,1,0,0,1007588.0
20201217,1,1,0,1007900.0
20201218,1,1,0,1009088.0
20201221,1,1,0,1010375.0
20201222,1,1,0,1010750.0
20201223,1,1,1,1011850.0
20201224,1,1,1,1012138.0
20201228,1,1,1,1011362.0
20201229,1,1,1,1013988.0
20201230,1,1,1,1015750.0
20201231,1,1,1,1016738.0
20210104,1,1,1,1016900.0
20210105,1,1,1,1019600.0
20210106,1,1,1,1020162.0
20210107,1,1,1,1019538.0
20210108,1,1,1,1020450.0
20210111,1,1,1,1019938.0
20210112,1,1,1,1024988.0
20210113,1,1,1,1024525.0
20210114,1,1,1,1026700.0
20210115,1,1,1,1026150.0
20210119,1,1,1,1024162.0
20210120,1,1,1,1022925.0
20210121,1,1,1,1022725.0
20210122,1,1,1,1017300.0
20210125,1,1,0,1019138.0
20210126,1,1,0,1021512.0
20210127,1,1,0,1021825.0
20210128,1,1,0,1020775.0
20210129,1,1,0,1022238.0
20210201,1,1,0,1022112.0
20210202,1,1,0,1021275.0
20210203,1,1,0,1022550.0
20210204,1,1,0,1022512.0
20210205,1,1,0,1022150.0
20210208,1,1,0,1023962.0
20210209,1,1,0,1024288.0
20210210,1,1,0,1020812.0
20210211,1,1,0,1021812.0
20210212,1,1,0,1021925.0
20210216,1,1,0,1023238.0
20210217,1,1,0,1023225.0
20210218,1,1,0,1022650.0
20210219,1,1,0,1022388.0
20210222,1,1,0,1023125.0
20210223,1,1,0,1024375.0
20210224,1,1,0,1025462.0
20210225,1,1,0,1024188.0
20210226,1,1,0,1023912.0
20210301,1,1,0,1022800.0
20210302,1,1,0,1024200.0
20210303,1,1,0,1023462.0
20210304,1,1,0,1023475.0
20210305,1,1,0,1025100.0
20210308,1,1,0,1025362.0
20210309,1,1,0,1025612.0
20210310,1,1,0,1023512.0
20210311,1,1,0,1023925.0
20210312,1,1,0,1023938.0
20210315,1,1,0,1024775.0
20210316,1,1,0,1025200.0
20210317,1,1,0,1025112.0
20210318,1,1,0,1023262.0
20210319,1,1,0,1025025.0
20210322,1,1,0,1024650.0
20210323,1,1,0,1025050.0
20210324,1,1,0,1025625.0
20210325,1,1,1,1024775.0
20210326,1,1,1,1024350.0
20210329,1,1,1,1023512.0
20210330,1,0,1,1023725.0
20210331,1,1,1,1020762.0
20210401,1,0,1,1020525.0
20210405,1,0,1,1019850.0
20210406,1,0,1,1020025.0
20210407,1,0,1,1020300.0
20210408,1,0,1,1020638.0
20210409,1,0,1,1020012.0
20210412,1,0,1,1020138.0
20210413,1,0,1,1020600.0
20210414,1,0,0,1020300.0
20210415,1,0,0,1020100.0
20210416,1,0,0,1019875.0
20210419,1,0,0,1020200.0
20210420,1,1,0,1021700.0
20210421,1,1,0,1023912.0
20210422,1,1,1,1028038.0
20210423,1,1,1,1028612.0
20210426,1,1,1,1032788.0
20210427,1,1,1,1032288.0
20210428,1,1,1,1030975.0
20210429,1,1,1,1030925.0
20210430,1,1,1,1034062.0
20210503,1,1,1,1033025.0
20210504,1,1,1,1035038.0
20210505,1,1,1,1036712.0
20210506,1,1,1,1039025.0
20210507,1,1,1,1041138.0
20210510,1,1,1,1038438.0
20210511,1,1,1,1040888.0
20210512,1,1,1,1041300.0
20210513,1,1,1,1034962.0
20210514,1,1,1,1033812.0
20210517,1,1,1,1033938.0
20210518,1,1,1,1033475.0
20210519,1,1,1,1030738.0
20210520,1,0,1,1030538.0
20210521,1,0,0,1030088.0
20210524,1,0,0,1029975.0
20210525,0,0,0,1028750.0
20210526,0,0,0,1028750.0
20210527,0,0,0,1028750.0
20210528,0,0,0,1028750.0
20210601,0,0,0,1028750.0
20210602,0,0,0,1028750.0
20210603,0,0,0,1028750.0
20210604,0,0,0,1028750.0
20210607,0,0,0,1028750.0
20210608,0,0,0,1028750.0
20210609,0,0,0,1028750.0
20210610,0,0,0,1028750.0
20210611,0,0,0,1028750.0
20210614,0,1,0,1029588.0
20210615,0,1,0,1029912.0
20210616,0,1,0,1030775.0
20210617,0,1,0,1036712.0
20210618,0,1,0,1033400.0
20210621,0,1,0,1032450.0
20210622,0,1,0,1033475.0
20210623,0,1,0,1033950.0
20210624,0,1,0,1034638.0
20210625,0,1,0,1036712.0
20210628,0,1,0,1034575.0
20210629,0,1,0,1034575.0
20210630,0,1,0,1030250.0
20210701,1,0,0,1028950.0
20210702,1,0,0,1028462.0
20210706,0,0,1,1027100.0
20210707,0,0,1,1027288.0
20210708,0,0,1,1027500.0
20210709,1,0,1,1027325.0
20210712,1,0,1,1025250.0
20210713,1,0,1,1025300.0
20210714,1,0,1,1023425.0
20210715,1,0,1,1022738.0
20210716,1,0,1,1022662.0
20210719,1,0,1,1022925.0
20210720,0,0,1,1022062.0
20210721,0,0,1,1022575.0
20210722,0,0,1,1021650.0
20210723,0,0,1,1021238.0
20210726,0,0,1,1020888.0
20210727,0,0,1,1020762.0
20210728,0,0,1,1021475.0
20210729,0,0,1,1022300.0
20210730,0,0,1,1022225.0
20210802,0,0,1,1023512.0
20210803,0,0,1,1023262.0
20210804,0,0,1,1022900.0
20210805,0,0,1,1022675.0
20210806,0,0,1,1022988.0
20210809,0,0,1,1022600.0
20210810,0,0,1,1023388.0
20210811,0,0,1,1023388.0
20210812,1,0,1,1024100.0
20210813,1,0,1,1024600.0
20210816,1,0,1,1024338.0
20210817,1,0,1,1022712.0
20210818,1,0,1,1023025.0
20210819,1,0,1,1021950.0
20210820,0,0,1,1020975.0
20210823,0,0,1,1021250.0
20210824,0,0,1,1021162.0
20210825,0,0,0,1020675.0
20210826,0,0,0,1020675.0
20210827,0,0,0,1020675.0
20210830,0,0,0,1020675.0
20210831,0,0,0,1020675.0
20210901,1,0,0,1020462.0
20210902,1,0,0,1020325.0
20210903,1,0,0,1020400.0
20210907,1,0,0,1021062.0
20210908,1,0,0,1021088.0
20210909,1,1,0,1020850.0
20210910,1,1,0,1019675.0
20210913,1,1,0,1019975.0
20210914,1,1,0,1019738.0
20210915,1,1,0,1018475.0
20210916,1,1,0,1018600.0
20210917,1,1,0,1019312.0
20210920,1,1,0,1020662.0
20210921,1,1,0,1020325.0
20210922,1,1,0,1019462.0
20210923,1,1,0,1019200.0
20210924,1,1,0,1019288.0
20210927,1,1,0,1018525.0
20210928,1,1,0,1019400.0
20210929,1,1,0,1018738.0
20210930,0,1,0,1019788.0
20211001,0,1,0,1020262.0
20211004,0,1,0,1020800.0
20211005,0,1,0,1020062.0
20211006,0,1,0,1020488.0
20211007,0,1,0,1020225.0
20211008,0,1,0,1020438.0
20211011,0,1,0,1021175.0
20211012,0,1,0,1022675.0
20211013,0,1,0,1022825.0
20211014,0,1,0,1022275.0
20211015,0,1,0,1021700.0
20211018,0,1,0,1021512.0
20211019,0,1,0,1021188.0
20211020,0,1,0,1020312.0
20211021,0,1,0,1021388.0
20211022,0,1,0,1021562.0
20211025,0,1,0,1020725.0
20211026,0,1,0,1020688.0
20211027,1,1,0,1021000.0
20211028,1,1,0,1021462.0
20211029,1,1,0,1021562.0
20211101,1,1,1,1022562.0
20211102,1,1,1,1021588.0
20211103,1,1,1,1021212.0
20211104,1,1,1,1021688.0
20211105,1,1,1,1021875.0
20211108,1,1,1,1022725.0
20211109,1,1,1,1022238.0
20211110,1,1,1,1023950.0
20211111,1,1,1,1024200.0
20211112,1,1,1,1023675.0
20211115,1,1,1,1023450.0
20211116,1,1,1,1022675.0
20211117,1,1,1,1023250.0
20211118,1,1,1,1022438.0
20211119,1,1,1,1022375.0
20211122,1,1,1,1024362.0
20211123,1,1,1,1025000.0
20211124,1,1,1,1023675.0
20211126,1,1,1,1022800.0
20211129,1,1,1,1020862.0
20211130,0,0,1,1017562.0
20211201,0,0,1,1017725.0
20211202,0,0,1,1018950.0
20211203,0,0,1,1018388.0
20211206,0,0,1,1018512.0
20211207,0,0,1,1018625.0
20211208,0,0,1,1017925.0
20211209,0,0,0,1017312.0
20211210,0,0,0,1017312.0
20211213,0,0,0,1017312.0
20211214,0,0,0,1017312.0
20211215,1,0,0,1016850.0
20211216,1,0,0,1017125.0
20211217,1,1,0,1017012.0
20211220,1,1,0,1017250.0
20211221,1,1,0,1018400.0
20211222,1,1,0,1019650.0
20211223,1,1,0,1019975.0
20211227,1,1,0,1021950.0
20211228,1,1,0,1021288.0
20211229,1,1,0,1021362.0
20211230,1,1,0,1019375.0
20211231,1,1,0,1019275.0
20220103,1,1,0,1019888.0
20220104,1,1,0,1022612.0
20220105,1,1,0,1022500.0
20220106,1,1,1,1021988.0
20220107,1,1,1,1022662.0
20220110,1,1,1,1020862.0
20220111,1,1,1,1020600.0
20220112,1,1,1,1021762.0
20220113,1,1,1,1020638.0
20220114,1,1,1,1020962.0
20220118,1,1,1,1019325.0
20220119,1,1,0,1020625.0
20220120,1,1,0,1022375.0
20220121,1,1,0,1022062.0
20220124,1,1,0,1021738.0
20220125,1,1,0,1021900.0
20220126,1,1,0,1023888.0
20220127,1,1,0,1024212.0
20220128,1,1,0,1025838.0
20220131,1,1,0,1026362.0
20220201,1,1,0,1028700.0
20220202,1,1,0,1028925.0
20220203,1,1,0,1028588.0
20220204,1,1,0,1029238.0
20220207,1,1,0,1031388.0
20220208,1,1,0,1030600.0
20220209,1,1,0,1032612.0
20220210,1,1,0,1031338.0
20220211,1,1,0,1032238.0
20220214,1,1,0,1031825.0
20220215,1,1,0,1030000.0
20220216,1,1,0,1032262.0
20220217,1,1,0,1032638.0
20220218,1,1,0,1033325.0
20220222,1,1,1,1036650.0
20220223,1,1,1,1040688.0
20220224,1,1,1,1042788.0
20220225,1,1,1,1033838.0
20220228,1,1,1,1041912.0
20220301,1,1,1,1048825.0
20220302,1,1,1,1051188.0
20220303,1,1,1,1056312.0
20220304,1,1,1,1060025.0
20220307,1,1,1,1064050.0
20220308,1,1,1,1065300.0
20220309,1,1,1,1059150.0
20220310,1,1,1,1055288.0
20220311,1,1,1,1056088.0
20220314,1,1,1,1054588.0
20220315,1,1,1,1057388.0
20220316,1,1,1,1051262.0
20220317,1,1,1,1054888.0
20220318,1,1,1,1052512.0
20220321,1,1,1,1057162.0
20220322,1,1,1,1057225.0
20220323,1,1,1,1057950.0
20220324,1,1,1,1055575.0
20220325,1,1,1,1057162.0
20220328,1,1,1,1052325.0
20220329,1,0,0,1048612.0
20220330,1,0,0,1049200.0
20220331,1,0,0,1049738.0
