Date,TY,FV,US,ES,NQ,EM,
20171110,0,0,0,1,1,1,456614.0
20171113,0,0,0,1,1,1,459194.0
20171114,0,0,0,1,1,0,446774.0
20171115,0,0,0,0,0,0,445270.0
20171116,0,0,0,0,1,0,445883.0
20171117,0,0,0,0,1,0,445328.0
20171120,0,0,0,0,1,0,445383.0
20171121,0,0,0,0,1,0,446653.0
20171122,0,0,0,0,1,0,446853.0
20171124,0,0,0,0,1,0,447333.0
20171127,0,0,0,0,1,0,447328.0
20171128,0,0,0,0,1,0,447468.0
20171129,0,0,0,1,1,0,444814.0
20171130,0,0,0,1,1,1,474068.0
20171201,0,1,0,1,0,1,468043.0
20171204,0,1,0,1,0,1,474620.0
20171205,0,1,0,1,0,1,461151.0
20171206,0,1,0,1,0,1,459229.0
20171207,0,1,0,1,0,1,467436.0
20171208,0,1,0,1,0,1,477000.0
20171211,0,1,0,1,0,1,485887.0
20171212,0,1,0,1,0,1,498512.0
20171213,0,1,0,1,0,1,508554.0
20171214,0,1,0,1,0,1,499114.0
20171215,0,1,0,1,0,1,512547.0
20171218,0,1,0,1,1,1,528104.0
20171219,0,1,0,1,1,1,522331.0
20171220,1,1,0,1,1,1,518469.0
20171221,1,1,0,1,1,1,522707.0
20171222,1,1,0,1,1,1,521336.0
20171226,1,1,0,1,1,1,523284.0
20171227,1,1,0,1,1,1,522150.0
20171228,1,1,0,1,1,1,523118.0
20171229,1,1,0,0,0,1,515155.0
20180102,1,1,0,0,0,1,519002.0
20180103,1,1,0,1,0,1,530002.0
20180104,1,1,0,1,1,1,548295.0
20180105,1,1,0,1,1,1,572344.0
20180108,1,1,0,1,1,1,571101.0
20180109,1,1,1,1,1,1,584250.0
20180110,1,1,1,1,1,1,581986.0
20180111,1,1,1,1,1,1,603766.0
20180112,1,1,1,1,1,1,630577.0
20180115,1,1,1,1,1,1,630865.0
20180116,1,1,1,1,1,1,631477.0
20180117,1,1,1,1,1,1,662685.0
20180118,1,1,1,1,1,1,647520.0
20180119,1,1,1,1,1,1,660139.0
20180122,1,1,1,1,1,1,678566.0
20180123,1,1,1,1,1,1,679026.0
20180124,1,0,1,1,1,1,686191.0
20180125,1,1,1,1,1,1,695582.0
20180126,1,1,1,1,1,1,723293.0
20180129,1,1,1,1,1,1,705057.0
20180130,1,1,1,0,0,0,692208.0
20180131,1,1,1,0,1,0,692443.0
20180201,1,1,1,0,1,0,692936.0
20180202,1,1,1,0,0,0,692477.0
20180205,0,1,1,0,0,0,690310.0
20180206,1,0,0,0,0,0,688106.0
20180207,1,1,1,0,0,0,689629.0
20180208,1,1,1,0,0,0,690286.0
20180209,1,1,1,0,0,0,689676.0
20180212,1,1,1,0,0,0,689911.0
20180213,1,1,1,0,0,0,689622.0
20180214,1,1,1,0,0,0,691918.0
20180215,1,1,1,0,0,0,691153.0
20180216,1,1,1,0,0,0,690723.0
20180219,1,1,1,0,0,0,690723.0
20180220,1,1,1,0,0,0,691254.0
20180221,1,1,1,0,0,0,692848.0
20180222,1,1,1,0,0,0,692059.0
20180223,1,1,1,0,0,0,690645.0
20180226,1,1,1,0,1,0,690386.0
20180227,1,1,1,0,1,0,690130.0
20180228,1,1,1,0,1,0,687897.0
20180301,0,1,0,0,1,0,684307.0
20180302,0,0,0,0,1,0,685075.0
20180305,0,0,0,0,1,0,686530.0
20180306,0,0,0,0,1,0,687135.0
20180307,0,0,0,0,1,0,687470.0
20180308,0,0,0,0,1,0,688480.0
20180309,0,0,0,0,1,0,690960.0
20180312,0,0,0,0,1,0,691790.0
20180313,0,0,0,0,1,0,690140.0
20180314,0,0,0,0,1,0,689635.0
20180315,0,0,0,0,1,0,689885.0
20180316,0,0,0,0,1,0,689355.0
20180319,0,0,0,0,0,0,686607.0
20180320,0,0,0,0,0,0,686607.0
20180321,0,0,0,0,0,0,686607.0
20180322,0,0,0,0,0,0,686607.0
20180323,0,0,0,1,0,1,691233.0
20180326,0,0,0,1,0,1,630246.0
20180327,0,0,0,1,0,1,665633.0
20180328,0,0,0,1,0,1,665946.0
20180329,0,0,0,1,0,1,635471.0
20180402,0,0,0,1,0,1,698371.0
20180403,0,0,0,1,0,1,653258.0
20180404,0,0,0,1,0,1,623471.0
20180405,0,0,0,1,0,1,602433.0
20180406,0,0,0,1,0,1,659433.0
20180409,0,0,0,1,0,1,650171.0
20180410,0,0,0,1,0,1,614471.0
20180411,0,0,0,1,0,1,633571.0
20180412,0,0,0,1,0,0,604792.0
20180413,0,0,0,0,0,0,603992.0
20180416,0,0,0,0,0,0,603992.0
20180417,0,0,0,0,0,0,603992.0
20180418,0,0,0,0,0,0,603992.0
20180419,0,0,0,0,0,0,603992.0
20180420,0,0,0,0,0,0,603992.0
20180423,0,0,0,0,0,0,603992.0
20180424,0,1,0,0,0,0,603830.0
20180425,0,1,0,0,0,0,603923.0
20180426,0,1,0,0,0,0,603845.0
20180427,0,1,0,0,0,0,603775.0
20180430,0,1,0,0,0,0,603713.0
20180501,0,1,0,0,0,0,603869.0
20180502,0,1,0,0,0,0,603783.0
20180503,0,1,0,0,0,0,603689.0
20180504,0,0,0,0,0,0,603475.0
20180507,0,0,0,0,0,0,603475.0
20180508,0,0,0,0,0,0,603475.0
20180509,0,0,0,0,0,0,603475.0
20180510,0,0,0,0,0,0,603475.0
20180511,0,0,0,0,0,0,603475.0
20180514,0,1,0,0,0,0,603420.0
20180515,1,1,1,0,0,0,604205.0
20180516,1,1,1,0,0,0,604424.0
20180517,1,1,1,0,0,0,604932.0
20180518,1,1,1,0,0,0,603674.0
20180521,1,1,1,0,0,0,603596.0
20180522,1,1,1,0,0,0,603588.0
20180523,1,1,1,0,0,0,601807.0
20180524,0,0,1,0,0,0,601030.0
20180525,0,0,0,0,0,0,600534.0
20180528,0,0,0,0,0,0,600534.0
20180529,1,0,0,0,0,0,600487.0
20180530,1,1,1,0,0,0,598088.0
20180531,1,1,1,0,0,0,598776.0
20180601,1,1,1,0,0,0,596627.0
20180604,1,1,1,0,0,0,595385.0
20180605,1,1,1,0,1,0,595846.0
20180606,0,1,1,0,1,0,594758.0
20180607,0,0,1,0,1,0,594440.0
20180608,0,0,1,0,1,0,594181.0
20180611,0,0,1,0,1,0,594196.0
20180612,0,0,1,0,1,0,594895.0
20180613,0,0,1,0,1,0,594677.0
20180614,0,0,1,0,1,0,596970.0
20180615,0,0,1,0,1,0,596750.0
20180618,0,0,1,0,1,0,596546.0
20180619,0,0,1,0,1,0,596602.0
20180620,0,0,1,0,1,0,597228.0
20180621,0,0,1,0,1,0,596187.0
20180622,0,0,1,0,1,0,595887.0
20180625,0,0,1,0,0,0,595722.0
20180626,0,0,1,0,0,0,595628.0
20180627,0,0,1,0,0,0,596660.0
20180628,0,0,1,0,0,0,596347.0
20180629,0,0,1,0,0,0,596378.0
20180702,0,0,1,0,0,0,596128.0
20180703,0,0,1,0,0,0,596722.0
20180704,0,0,1,0,0,0,596722.0
20180705,0,0,1,0,0,0,596878.0
20180706,0,0,1,0,0,0,597035.0
20180709,0,0,1,0,0,0,596503.0
20180710,0,0,1,0,0,0,596378.0
20180711,0,0,1,0,0,0,596847.0
20180712,0,0,1,0,0,0,596660.0
20180713,0,0,1,0,0,0,597066.0
20180716,0,0,1,0,0,0,596503.0
20180717,0,0,1,0,0,0,596410.0
20180718,0,0,1,0,0,0,596097.0
20180719,0,0,1,0,0,0,596660.0
20180720,0,0,1,0,0,0,595566.0
20180723,0,0,0,0,0,0,595453.0
20180724,0,0,0,1,0,0,594951.0
20180725,0,0,0,1,0,1,594969.0
20180726,0,0,0,1,0,1,607232.0
20180727,0,0,0,1,0,1,594882.0
20180730,0,0,0,1,0,1,581269.0
20180731,0,0,0,1,0,1,592957.0
20180801,0,0,0,1,0,1,582044.0
20180802,0,0,0,1,0,1,584532.0
20180803,0,0,0,1,0,1,595582.0
20180806,0,0,0,1,0,1,601907.0
20180807,0,0,0,1,0,1,615594.0
20180808,0,0,0,1,0,1,608969.0
20180809,0,0,0,1,0,1,604594.0
20180810,0,0,0,1,0,1,587544.0
20180813,0,0,0,1,0,0,572453.0
20180814,0,0,0,1,0,0,573228.0
20180815,0,0,0,0,0,0,572303.0
20180816,0,0,0,0,0,0,572303.0
20180817,0,0,0,0,0,0,572303.0
20180820,0,0,0,0,0,1,571329.0
20180821,0,0,0,0,0,1,576229.0
20180822,0,0,0,0,0,1,567229.0
20180823,0,0,0,0,0,1,562629.0
20180824,0,0,0,0,0,1,574729.0
20180827,0,0,0,1,0,1,603729.0
20180828,0,0,0,1,0,1,604567.0
20180829,0,0,0,1,1,1,612592.0
20180830,0,0,0,1,1,1,597859.0
20180831,0,0,0,1,1,1,595904.0
20180904,0,0,0,1,1,1,594967.0
20180905,0,0,0,1,1,1,591127.0
20180906,0,0,0,1,0,1,594344.0
20180907,0,0,0,0,0,1,587119.0
20180910,0,0,0,0,0,1,581719.0
20180911,0,0,0,0,0,0,573786.0
20180912,0,0,0,0,0,0,573786.0
20180913,0,0,0,0,0,0,573786.0
20180914,0,1,0,0,0,0,573813.0
20180917,0,1,0,0,0,0,573821.0
20180918,1,1,1,0,0,0,574572.0
20180919,1,1,1,0,0,1,579158.0
20180920,1,1,1,1,0,1,605307.0
20180921,1,1,1,1,0,1,607501.0
20180924,1,1,1,1,0,1,592845.0
20180925,1,1,1,1,0,1,584374.0
20180926,1,1,1,1,0,1,572607.0
20180927,1,1,1,1,0,1,578315.0
20180928,1,1,1,1,0,1,578635.0
20181001,1,1,1,1,0,1,600057.0
20181002,1,0,1,1,0,1,612017.0
20181003,1,1,1,1,0,1,621580.0
20181004,1,1,1,0,0,1,599279.0
20181005,1,1,1,0,0,0,569359.0
20181008,1,1,1,0,0,0,569507.0
20181009,1,1,1,0,0,0,568718.0
20181010,1,1,1,0,1,0,570859.0
20181011,0,1,1,1,1,0,567154.0
20181012,1,1,1,1,1,0,563020.0
20181015,1,1,1,1,1,0,566644.0
20181016,1,1,1,1,1,0,557365.0
20181017,1,1,0,1,1,0,558387.0
20181018,1,1,1,1,1,0,563457.0
20181019,1,1,1,1,1,0,565046.0
20181022,1,1,1,1,1,0,564457.0
20181023,1,0,1,1,1,0,564426.0
20181024,1,0,1,1,1,0,573653.0
20181025,1,0,1,1,1,0,570804.0
20181026,0,0,1,1,1,1,545584.0
20181029,0,0,1,1,1,1,581618.0
20181030,0,0,1,1,1,1,535588.0
20181031,0,0,1,1,1,1,510077.0
20181101,0,0,1,1,1,1,481569.0
20181102,0,0,1,0,0,0,450644.0
20181105,0,0,1,0,1,0,450105.0
20181106,0,0,1,0,1,0,448890.0
20181107,0,0,1,0,1,0,444913.0
20181108,0,0,1,0,1,0,446150.0
20181109,0,0,1,0,1,0,448127.0
20181112,0,0,1,0,1,0,451489.0
20181113,0,0,1,0,1,0,451004.0
20181114,0,0,0,1,1,0,451727.0
20181115,0,0,0,1,1,0,446982.0
20181116,0,0,0,1,1,0,446962.0
20181119,0,0,0,1,1,0,453765.0
20181120,0,0,0,1,1,1,478990.0
20181121,0,0,0,1,1,1,474865.0
20181122,0,0,0,1,1,1,475677.0
20181123,0,0,0,1,1,1,497245.0
20181126,0,0,0,1,1,1,458475.0
20181127,0,0,0,1,1,1,442715.0
20181128,0,0,0,1,0,1,377675.0
20181129,0,0,0,0,0,1,372750.0
20181130,0,0,0,0,0,1,357950.0
20181203,0,0,0,0,0,0,330500.0
20181204,0,0,0,0,0,0,330500.0
20181205,0,0,0,0,0,0,330500.0
20181206,1,1,0,0,0,1,281266.0
20181207,1,1,0,0,0,1,329352.0
20181210,1,1,0,1,1,1,318559.0
20181211,1,1,0,1,1,1,324717.0
20181212,1,1,0,1,1,1,308433.0
20181213,1,1,0,1,1,1,308436.0
20181214,1,1,0,1,1,1,360018.0
20181217,1,1,0,1,1,1,409892.0
20181218,1,1,0,1,1,1,418857.0
20181219,1,1,1,1,1,1,453834.0
20181220,1,1,1,1,1,1,486464.0
20181221,1,1,1,1,1,1,554458.0
20181224,1,1,1,1,1,1,633367.0
20181226,1,1,1,1,1,1,497969.0
20181227,1,1,1,1,1,1,472102.0
20181228,1,1,1,1,1,1,485122.0
20181231,1,1,1,1,1,1,461168.0
20190102,1,1,1,0,0,0,452283.0
20190103,1,1,1,1,0,1,482980.0
20190104,1,1,1,1,0,1,402018.0
20190107,1,1,1,1,0,1,388558.0
20190108,0,0,1,1,0,1,363547.0
20190109,0,0,0,1,0,1,353862.0
20190110,1,1,0,1,0,1,340404.0
20190111,1,1,0,1,0,1,341029.0
20190114,1,1,0,1,0,1,349992.0
20190115,1,1,0,1,0,1,337057.0
20190116,1,1,0,0,0,0,323138.0
20190117,1,1,0,0,0,0,322795.0
20190118,1,1,0,0,0,0,322209.0
20190121,1,1,0,0,0,0,322209.0
20190122,1,1,0,0,0,0,322857.0
20190123,1,1,0,0,0,0,322560.0
20190124,1,1,0,0,0,0,323131.0
20190125,1,1,0,0,0,0,322576.0
20190128,1,1,0,0,0,0,322716.0
20190129,1,1,0,0,0,0,323146.0
20190130,1,1,0,0,0,0,323568.0
20190131,1,1,0,0,0,0,324310.0
20190201,1,1,0,0,0,0,323451.0
20190204,1,1,0,0,0,0,323107.0
20190205,1,1,0,0,0,0,323357.0
20190206,1,1,0,0,0,0,323388.0
20190207,1,1,0,0,0,0,324013.0
20190208,1,1,0,0,0,0,324170.0
20190211,1,1,0,0,0,0,323748.0
20190212,1,1,0,0,0,0,323513.0
20190213,0,1,0,0,0,0,323013.0
20190214,0,1,0,0,0,0,323263.0
20190215,0,1,0,0,0,0,323153.0
20190218,0,1,0,0,0,0,323153.0
20190219,0,1,0,0,0,0,323270.0
20190220,0,1,0,0,0,0,323239.0
20190221,0,0,0,0,0,0,323020.0
20190222,0,0,0,0,0,0,323020.0
20190225,0,0,0,0,0,0,323020.0
20190226,0,0,0,0,0,0,323020.0
20190227,0,0,0,0,0,0,323020.0
20190228,0,0,0,0,0,0,323020.0
20190301,0,0,0,0,0,0,323020.0
20190304,0,0,0,0,0,0,323020.0
20190305,0,0,0,0,0,0,323020.0
20190306,0,0,0,0,0,0,323020.0
20190307,0,0,0,0,0,0,323020.0
20190308,0,0,0,0,0,0,323020.0
20190311,0,0,0,0,0,0,323020.0
20190312,0,0,0,0,0,0,323020.0
20190313,0,0,0,0,0,0,323020.0
20190314,0,0,0,0,0,0,323020.0
20190315,0,0,0,0,0,0,323020.0
20190318,0,0,0,0,0,0,323020.0
20190319,0,0,0,0,0,0,323020.0
20190320,0,0,0,0,1,0,322155.0
20190321,0,0,0,0,1,0,324655.0
20190322,1,1,1,0,1,0,321672.0
20190325,1,1,1,0,1,0,322441.0
20190326,1,1,1,0,1,0,323082.0
20190327,1,1,1,0,1,0,323628.0
20190328,1,1,1,0,1,0,323611.0
20190329,1,1,1,0,1,0,323698.0
20190401,1,1,1,0,1,0,323299.0
20190402,1,1,1,0,1,0,324065.0
20190403,1,1,1,0,1,0,324106.0
20190404,1,1,1,0,1,0,323934.0
20190405,0,0,0,0,1,0,324115.0
20190408,0,0,0,0,1,0,324500.0
20190409,0,0,0,0,1,0,323895.0
20190410,0,0,0,0,1,0,324855.0
20190411,0,0,0,0,1,0,324375.0
20190412,0,0,0,0,1,0,325075.0
20190415,0,0,0,0,1,0,324985.0
20190416,0,0,0,0,1,0,325620.0
20190417,0,0,0,0,1,0,325825.0
20190418,0,0,0,0,1,0,326280.0
20190422,0,0,0,0,1,0,326725.0
20190423,0,0,0,0,1,0,328790.0
20190424,0,0,0,0,1,0,328985.0
20190425,0,0,0,0,1,0,328000.0
20190426,0,0,0,0,1,0,328835.0
20190429,0,0,0,0,1,0,328305.0
20190430,0,0,0,0,0,0,327586.0
20190501,0,1,0,0,0,0,327192.0
20190502,0,1,0,0,0,0,326927.0
20190503,0,1,0,0,0,0,327028.0
20190506,0,1,0,0,0,0,327185.0
20190507,0,1,0,0,0,0,327380.0
20190508,0,1,0,0,0,0,327239.0
20190509,0,1,0,0,0,0,327388.0
20190510,0,1,0,0,0,0,327403.0
20190513,1,1,1,0,0,0,327658.0
20190514,1,1,1,0,0,0,327212.0
20190515,1,1,1,0,0,0,328455.0
20190516,1,1,1,0,0,0,327603.0
20190517,1,1,1,0,0,0,327931.0
20190520,1,1,1,0,0,0,327306.0
20190521,1,1,1,0,0,0,326861.0
20190522,1,1,1,0,0,0,327869.0
20190523,1,1,1,0,0,0,330822.0
20190524,1,1,1,0,0,0,329822.0
20190528,1,1,1,0,0,0,331658.0
20190529,1,1,1,0,0,1,332055.0
20190530,1,1,1,0,0,1,324369.0
20190531,1,1,1,0,0,1,363885.0
20190603,1,1,1,0,0,1,360797.0
20190604,1,1,1,0,0,1,311691.0
20190605,1,1,1,0,0,1,290335.0
20190606,1,1,1,0,0,0,267286.0
20190607,1,1,1,0,0,0,268700.0
20190610,1,1,1,0,0,0,266903.0
20190611,1,0,0,0,0,0,266600.0
20190612,1,1,1,0,0,0,266944.0
20190613,1,1,1,0,0,0,268217.0
20190614,1,1,1,0,0,0,268147.0
20190617,1,1,1,0,0,0,268452.0
20190618,1,1,1,0,0,0,269061.0
20190619,0,1,1,0,0,0,269488.0
20190620,1,1,1,0,0,1,269423.0
20190621,1,1,1,0,0,1,259731.0
20190624,1,1,1,0,0,1,267723.0
20190625,1,1,1,0,0,1,248520.0
20190626,1,1,1,0,0,1,245508.0
20190627,1,1,1,0,0,1,246405.0
20190628,1,1,1,0,0,1,251011.0
20190701,1,1,1,1,0,1,259990.0
20190702,1,1,1,1,0,1,272051.0
20190703,1,1,1,1,0,1,291076.0
20190705,1,0,0,1,0,1,279249.0
20190708,1,0,0,1,0,1,269480.0
20190709,1,0,0,1,0,1,268052.0
20190710,0,0,0,1,0,1,276681.0
20190711,0,0,0,1,0,1,298706.0
20190712,0,0,0,1,0,1,322481.0
20190715,0,0,0,1,0,1,325869.0
20190716,0,0,0,1,0,1,323956.0
20190717,0,0,0,1,0,1,313156.0
20190718,0,0,0,1,0,1,310781.0
20190719,0,0,0,1,0,1,302656.0
20190722,0,0,0,1,0,1,307856.0
20190723,0,0,0,1,0,1,323606.0
20190724,0,0,0,1,0,1,315581.0
20190725,0,0,0,1,0,0,306124.0
20190726,0,0,0,1,0,0,307024.0
20190729,0,0,0,1,0,0,306887.0
20190730,0,0,0,1,0,0,306412.0
20190731,0,0,0,0,0,0,305824.0
20190801,0,0,0,0,0,0,305824.0
20190802,0,0,0,0,0,0,305824.0
20190805,1,1,1,0,0,0,307650.0
20190806,1,1,1,0,0,1,225847.0
20190807,1,1,1,0,0,1,226060.0
20190808,1,1,1,0,0,1,182497.0
20190809,1,1,1,0,0,1,191541.0
20190812,1,1,1,0,0,1,234836.0
20190813,1,1,1,0,0,1,188628.0
20190814,1,1,1,0,0,1,277552.0
20190815,1,1,1,0,0,1,267106.0
20190816,1,1,1,0,0,1,233781.0
20190819,1,1,1,0,0,1,210642.0
20190820,1,1,1,0,0,1,230514.0
20190821,1,1,1,0,0,1,200444.0
20190822,1,1,1,0,0,1,199458.0
20190823,1,1,1,0,0,1,257435.0
20190826,1,1,1,0,0,1,229416.0
20190827,1,1,1,0,0,1,251261.0
20190828,1,1,1,0,0,1,222695.0
20190829,1,1,1,0,0,0,197003.0
20190830,1,1,1,0,0,0,197191.0
20190903,1,1,1,0,0,0,198519.0
20190904,1,1,1,0,0,0,198847.0
20190905,0,0,0,0,0,0,196206.0
20190906,0,0,0,0,0,0,196206.0
20190909,0,0,0,0,0,0,196206.0
20190910,0,0,0,0,0,0,196206.0
20190911,0,0,0,0,0,0,196206.0
20190912,0,0,0,0,0,0,196206.0
20190913,0,0,0,0,0,0,196206.0
20190916,0,0,0,0,0,0,196206.0
20190917,0,0,0,0,0,0,196206.0
20190918,0,0,0,0,0,0,196206.0
20190919,0,0,0,0,0,0,196206.0
20190920,0,0,0,0,0,0,196206.0
20190923,0,0,0,0,0,0,196206.0
20190924,0,0,0,0,0,0,196206.0
20190925,0,0,0,0,0,0,196206.0
20190926,0,0,0,0,0,0,196206.0
20190927,0,0,0,0,0,0,196206.0
20190930,0,0,0,0,0,0,196206.0
20191001,0,0,0,0,0,0,196206.0
20191002,0,0,0,0,0,0,196206.0
20191003,0,1,0,0,0,0,196103.0
20191004,0,1,0,0,0,0,196119.0
20191007,0,1,0,0,0,0,195822.0
20191008,0,1,0,0,0,0,195962.0
20191009,0,1,0,0,0,0,195697.0
20191010,0,1,0,0,0,0,195361.0
20191011,0,0,0,0,0,0,194991.0
20191014,0,0,0,0,0,0,194991.0
20191015,0,0,0,0,0,0,194991.0
20191016,0,0,0,0,0,0,194991.0
20191017,0,0,0,0,0,0,194991.0
20191018,0,0,0,0,0,0,194991.0
20191021,0,0,0,0,0,0,194991.0
20191022,0,0,0,0,0,0,194991.0
20191023,0,0,0,0,0,0,194991.0
20191024,0,0,0,0,0,0,194991.0
20191025,0,0,0,0,0,0,194991.0
20191028,0,0,0,0,1,0,194752.0
20191029,0,0,0,0,1,0,193962.0
20191030,0,0,0,0,1,0,195082.0
20191031,0,0,0,0,1,0,194662.0
20191101,0,0,0,0,1,0,196062.0
20191104,0,0,0,1,1,0,196885.0
20191105,0,0,0,1,1,0,196597.0
20191106,0,0,0,1,1,0,196702.0
20191107,0,0,0,1,1,1,196846.0
20191108,0,0,0,1,1,1,194006.0
20191111,0,0,0,1,1,1,196406.0
20191112,0,0,0,1,1,1,197636.0
20191113,0,0,0,1,1,1,207426.0
20191114,0,0,0,1,1,1,205996.0
20191115,0,0,0,1,1,1,228824.0
20191118,0,0,0,1,1,1,234794.0
20191119,0,0,0,1,1,1,223491.0
20191120,0,0,0,1,0,1,211289.0
20191121,0,0,0,1,0,1,205839.0
20191122,0,0,0,1,0,1,217614.0
20191125,0,0,0,1,1,1,236761.0
20191126,0,0,0,1,1,1,246896.0
20191127,0,0,0,1,1,1,250276.0
20191129,0,0,0,1,1,1,241531.0
20191202,0,0,0,0,1,0,212130.0
20191203,0,0,0,0,0,0,209764.0
20191204,0,0,0,0,0,0,209764.0
20191205,0,0,0,0,0,0,209764.0
20191206,0,0,0,0,0,0,209764.0
20191209,0,0,0,0,0,0,209764.0
20191210,0,0,0,0,0,0,209764.0
20191211,0,0,0,0,0,0,209764.0
20191212,0,0,0,1,0,0,209306.0
20191213,1,1,0,1,0,0,207917.0
20191216,1,1,0,1,1,0,210684.0
20191217,1,1,0,1,1,0,210449.0
20191218,1,1,0,1,1,0,211345.0
20191219,1,1,0,1,1,0,212790.0
20191220,1,1,0,1,1,1,214410.0
20191223,1,1,0,1,1,1,221874.0
20191224,1,1,0,1,1,1,217292.0
20191226,1,1,0,1,1,1,230738.0
20191227,1,1,0,1,1,1,228560.0
20191230,1,1,0,1,1,1,210019.0
20191231,1,1,0,1,1,1,217697.0
20200102,1,1,0,1,1,1,254929.0
20200103,1,1,0,1,1,1,227055.0
20200106,1,1,0,0,1,1,230947.0
20200107,1,1,0,0,1,1,219590.0
20200108,0,0,0,0,0,0,206717.0
20200109,0,0,0,0,1,0,207922.0
20200110,0,0,0,0,1,1,183054.0
20200113,0,0,0,0,1,1,194654.0
20200114,0,0,0,0,1,1,200439.0
20200115,0,0,0,0,1,1,209889.0
20200116,0,0,0,1,1,1,232396.0
20200117,0,0,0,1,1,1,237541.0
20200121,0,0,0,1,1,1,227171.0
20200122,0,0,0,1,1,1,223803.0
20200123,0,0,0,1,1,1,223866.0
20200124,0,0,0,1,1,1,200766.0
20200127,0,0,0,0,0,0,161651.0
20200128,0,0,1,0,0,0,160488.0
20200129,0,0,1,0,0,0,161425.0
20200130,1,1,1,0,0,0,162404.0
20200131,1,1,1,0,0,0,163631.0
20200203,1,1,1,0,0,0,163717.0
20200204,1,1,1,0,1,0,161356.0
20200205,1,1,1,0,1,0,160394.0
20200206,0,0,1,0,1,0,161599.0
20200207,1,1,1,0,1,0,161982.0
20200210,1,1,1,0,1,0,165350.0
20200211,1,1,1,0,1,0,164095.0
20200212,1,1,1,0,1,0,164799.0
20200213,1,1,1,0,1,0,164825.0
20200214,1,1,1,0,1,0,166085.0
20200218,1,1,1,0,1,0,167231.0
20200219,1,1,1,0,1,0,168774.0
20200220,1,1,1,0,1,0,168105.0
20200221,1,1,1,0,0,0,166496.0
20200224,1,1,1,0,0,0,169528.0
20200225,1,1,1,0,0,1,166495.0
20200226,1,1,1,0,0,1,187545.0
20200227,1,1,1,1,0,1,327549.0
20200228,1,1,1,1,0,1,351805.0
20200302,1,1,1,1,0,1,237143.0
20200303,1,1,1,1,0,1,301358.0
20200304,1,1,1,1,0,1,187494.0
20200305,1,1,1,1,0,1,285293.0
20200306,1,1,1,1,0,1,322983.0
20200309,1,1,1,1,1,1,533924.0
20200310,1,1,1,1,1,1,414427.0
20200311,0,1,1,1,1,1,555002.0
20200312,1,1,0,1,1,1,832303.0
20200313,1,0,1,1,1,1,612740.0
20200316,1,1,1,1,1,1,906901.0
20200317,1,1,1,1,1,1,825587.0
20200318,1,1,1,1,1,1,926097.0
20200319,0,1,1,1,1,1,928190.0
20200320,1,1,1,1,1,1,1026632.0
20200323,1,1,1,1,1,1,1089772.0
20200324,1,1,1,1,1,0,882675.0
20200325,1,1,1,0,0,1,840126.0
20200326,1,1,1,1,1,1,693295.0
20200327,1,1,1,1,1,1,795770.0
20200330,1,1,1,1,1,1,715127.0
20200331,1,1,1,1,1,1,758329.0
20200401,1,1,1,1,1,1,874857.0
20200402,1,1,1,1,1,1,814596.0
20200403,1,1,1,1,1,1,851356.0
20200406,1,1,1,1,1,1,676888.0
20200407,1,1,1,1,1,1,675029.0
20200408,1,1,1,1,1,1,590418.0
20200409,1,1,1,1,1,1,551483.0
20200413,1,1,1,1,1,1,580405.0
20200414,1,1,1,1,1,1,511610.0
20200415,1,1,1,1,1,1,570075.0
20200416,1,1,1,1,1,1,565944.0
20200417,1,1,1,0,0,1,482004.0
20200420,1,1,1,0,0,1,550252.0
20200421,1,1,1,0,0,1,608012.0
20200422,1,1,1,0,0,1,563538.0
20200423,1,1,1,0,0,1,565805.0
20200424,1,1,1,0,0,1,534440.0
20200427,0,1,0,0,0,1,498313.0
20200428,0,1,0,0,0,0,488335.0
20200429,0,1,0,0,0,0,488366.0
20200430,0,1,0,0,0,0,488436.0
20200501,0,1,0,0,0,0,488311.0
20200504,0,1,0,0,0,0,488382.0
20200505,0,1,0,0,0,0,488335.0
20200506,0,1,0,0,0,0,488303.0
20200507,0,1,0,0,0,0,488718.0
20200508,0,1,0,0,0,0,488577.0
20200511,0,1,0,0,0,0,488405.0
20200512,0,1,0,0,0,0,488522.0
20200513,0,1,0,0,0,0,488632.0
20200514,0,1,0,0,0,0,488710.0
20200515,0,1,0,0,0,0,488678.0
20200518,0,1,0,0,0,0,488335.0
20200519,0,1,0,0,0,0,488499.0
20200520,0,1,0,0,0,0,488593.0
20200521,0,1,0,0,0,0,488561.0
20200522,0,1,0,0,0,0,488593.0
20200526,0,1,0,0,0,0,488514.0
20200527,0,1,0,0,0,0,488569.0
20200528,0,1,0,0,0,0,488522.0
20200529,0,1,0,0,0,0,488749.0
20200601,0,1,0,0,0,0,488757.0
20200602,0,1,0,0,0,0,488647.0
20200603,0,0,0,0,0,0,488456.0
20200604,0,0,0,0,0,0,488456.0
20200605,0,0,0,0,0,0,488456.0
20200608,0,0,0,0,0,0,488456.0
20200609,0,0,0,0,0,0,488456.0
20200610,0,0,0,0,0,0,488456.0
20200611,0,0,0,0,0,0,488456.0
20200612,0,0,0,0,0,0,488456.0
20200615,0,0,0,0,0,0,488456.0
20200616,0,0,0,0,0,0,488456.0
20200617,0,0,0,0,0,0,488456.0
20200618,0,0,0,0,0,0,488456.0
20200619,0,0,0,0,0,0,488456.0
20200622,0,0,0,0,0,0,488456.0
20200623,0,0,0,0,0,0,488456.0
