Date,TY,FV,US,
20210201,1,0,1,584718.0
20210202,1,0,1,585531.0
20210203,1,0,1,586265.0
20210204,1,0,1,586640.0
20210205,1,0,1,587499.0
20210208,1,0,1,587093.0
20210209,1,0,1,587062.0
20210210,1,0,1,586452.0
20210211,1,0,1,586796.0
20210212,1,0,1,588202.0
20210216,1,0,1,591031.0
20210217,1,1,1,590679.0
20210218,1,1,1,590406.0
20210219,1,1,1,592343.0
20210222,1,1,1,593265.0
20210223,1,1,1,593312.0
20210224,1,1,1,594304.0
20210225,1,1,1,598499.0
20210226,1,1,1,597312.0
20210301,1,1,1,596507.0
20210302,1,1,1,595663.0
20210303,1,1,1,597374.0
20210304,1,1,1,599726.0
20210305,1,1,1,599687.0
20210308,1,1,1,600968.0
20210309,1,1,1,599359.0
20210310,1,1,1,598593.0
20210311,1,1,1,598695.0
20210312,1,1,1,602187.0
20210315,1,1,1,601382.0
20210316,1,1,1,601617.0
20210317,1,1,1,601906.0
20210318,1,1,1,604327.0
20210319,1,1,1,604312.0
20210322,1,1,1,602734.0
20210323,1,1,1,601312.0
20210324,1,1,1,600452.0
20210325,1,1,1,600359.0
20210326,1,1,1,601640.0
20210329,1,1,1,603406.0
20210330,1,1,1,603437.0
20210331,1,1,1,604288.0
20210401,1,1,1,602023.0
20210405,1,1,1,603132.0
20210406,1,1,1,601281.0
20210407,1,1,1,601202.0
20210408,1,1,1,600554.0
20210409,1,1,1,601249.0
20210412,1,1,1,601702.0
20210413,1,1,1,600109.0
20210414,1,1,1,600656.0
20210415,1,1,1,597445.0
20210416,1,1,1,598882.0
20210419,1,1,1,599531.0
20210420,1,1,1,598382.0
20210421,1,1,1,598468.0
20210422,1,1,1,598132.0
20210423,1,1,1,598476.0
20210426,1,1,1,598452.0
20210427,1,1,1,599921.0
20210428,1,1,1,599702.0
20210429,1,1,1,600148.0
20210430,1,1,1,599999.0
20210503,1,1,1,599179.0
20210504,1,1,1,598687.0
20210505,1,1,1,598343.0
20210506,1,1,1,597679.0
20210507,0,0,0,594991.0
20210510,0,0,0,594991.0
20210511,0,0,0,594991.0
20210512,0,0,0,594991.0
20210513,0,0,0,594991.0
20210514,0,0,0,594991.0
20210517,0,0,0,594991.0
20210518,0,0,0,594991.0
20210519,0,0,0,594991.0
20210520,0,0,0,594991.0
20210521,0,0,0,594991.0
20210524,0,0,0,594991.0
20210525,0,0,0,594991.0
20210526,0,0,0,594991.0
20210527,0,0,0,594991.0
20210528,0,0,0,594991.0
20210601,0,0,0,594991.0
20210602,0,0,0,594991.0
20210603,0,0,0,594991.0
20210604,0,0,0,594991.0
20210607,0,0,0,594991.0
20210608,0,0,0,594991.0
20210609,0,0,0,594991.0
20210610,0,0,0,594991.0
20210611,0,0,0,594991.0
20210614,0,0,0,594991.0
20210615,0,0,0,594991.0
20210616,0,0,0,594991.0
20210617,0,0,0,594991.0
20210618,0,0,1,596085.0
20210621,0,0,1,595085.0
20210622,0,0,1,595085.0
20210623,0,0,1,594928.0
20210624,0,0,1,595085.0
20210625,0,0,1,593897.0
20210628,0,0,1,595210.0
20210629,0,0,1,595241.0
20210630,0,0,1,595897.0
20210701,0,0,1,595335.0
20210702,0,0,1,596053.0
20210706,0,0,1,597241.0
20210707,1,0,1,598632.0
20210708,1,0,1,599632.0
20210709,1,1,1,597655.0
20210712,1,1,1,597468.0
20210713,1,1,1,595710.0
20210714,1,1,1,597569.0
20210715,1,1,1,599311.0
20210716,1,1,1,599202.0
20210719,1,1,1,602889.0
20210720,1,1,1,602249.0
20210721,1,1,1,600030.0
20210722,1,1,1,600749.0
20210723,1,1,1,600139.0
20210726,1,1,1,600319.0
20210727,1,1,1,601561.0
20210728,1,1,1,600585.0
20210729,1,1,1,600374.0
20210730,1,1,1,601296.0
20210802,1,1,1,603374.0
20210803,1,1,1,603389.0
20210804,1,1,1,603264.0
20210805,1,1,1,602218.0
20210806,1,1,1,599991.0
20210809,1,1,1,599132.0
20210810,1,1,1,598264.0
20210811,1,0,1,598025.0
20210812,1,0,1,597775.0
20210813,1,0,1,599775.0
20210816,1,0,1,600869.0
20210817,1,0,1,600807.0
20210818,1,0,1,600619.0
20210819,1,0,1,601557.0
20210820,1,0,1,601291.0
20210823,1,0,1,601447.0
20210824,1,0,1,600432.0
20210825,1,0,1,598979.0
20210826,1,0,1,599072.0
20210827,1,0,1,599822.0
20210830,1,0,1,600572.0
20210831,1,0,1,599994.0
20210901,1,0,1,600275.0
20210902,1,0,1,600510.0
20210903,1,0,1,599869.0
20210907,1,0,1,598479.0
20210908,1,0,1,599416.0
20210909,1,0,1,600635.0
20210910,1,0,1,599447.0
20210913,1,0,1,600025.0
20210914,1,0,1,601494.0
20210915,1,0,1,600807.0
20210916,1,0,1,600072.0
20210917,0,0,1,598896.0
20210920,0,0,1,600177.0
20210921,0,0,1,600052.0
20210922,0,0,1,600052.0
20210923,0,0,1,598458.0
20210924,0,0,0,597565.0
20210927,0,0,0,597565.0
20210928,0,1,0,597675.0
20210929,0,1,0,597604.0
20210930,0,1,0,597518.0
20211001,0,1,0,597198.0
20211004,0,1,0,597276.0
20211005,0,1,0,597417.0
20211006,0,1,0,597464.0
20211007,0,1,0,597643.0
20211008,0,1,0,597784.0
20211011,1,1,0,598214.0
20211012,1,1,1,596760.0
20211013,1,1,1,595698.0
20211014,1,1,1,594784.0
20211015,1,1,1,596378.0
20211018,1,1,1,596604.0
20211019,1,1,1,598034.0
20211020,1,1,1,598065.0
20211021,1,1,1,599245.0
20211022,1,1,1,598557.0
20211025,1,1,1,597901.0
20211026,1,1,1,597448.0
20211027,1,1,1,594721.0
20211028,1,1,1,595815.0
20211029,1,1,1,595495.0
20211101,1,1,1,596065.0
20211102,1,1,1,595073.0
20211103,1,1,1,595776.0
20211104,1,1,1,594096.0
20211105,1,1,0,592678.0
20211108,1,1,0,593537.0
20211109,1,1,0,592733.0
20211110,1,1,0,594608.0
20211111,1,1,0,595311.0
20211112,1,1,0,594943.0
20211115,1,1,0,595256.0
20211116,1,1,0,595443.0
20211117,1,1,0,595029.0
20211118,1,1,0,594834.0
20211119,1,1,0,594459.0
20211122,1,1,0,595881.0
20211123,1,1,0,596100.0
20211124,1,1,0,596139.0
20211126,1,1,0,593897.0
20211129,1,1,0,594029.0
20211130,0,1,0,592941.0
20211201,0,1,0,592995.0
20211202,0,1,0,593300.0
20211203,0,1,0,592855.0
20211206,0,1,1,591878.0
20211207,0,1,1,591487.0
20211208,0,1,1,590417.0
20211209,0,1,1,590886.0
20211210,0,1,1,590862.0
20211213,0,1,1,591816.0
20211214,0,1,1,591691.0
20211215,0,1,1,591339.0
20211216,0,1,1,591261.0
20211217,0,1,1,591730.0
20211220,0,1,1,591034.0
20211221,0,1,1,590198.0
20211222,0,1,1,590730.0
20211223,0,1,1,589909.0
20211227,0,1,1,590261.0
20211228,0,1,1,590112.0
20211229,0,1,0,589454.0
20211230,0,1,0,589352.0
20211231,0,1,0,589282.0
20220103,0,1,0,589821.0
20220104,0,1,0,589829.0
20220105,0,1,0,590141.0
20220106,0,1,0,590391.0
20220107,1,1,0,590852.0
20220110,1,1,1,590993.0
20220111,1,1,1,590009.0
20220112,1,1,1,589657.0
20220113,1,1,1,588938.0
20220114,1,1,1,590993.0
20220117,1,1,1,591868.0
20220118,1,1,1,593962.0
20220119,1,1,1,592602.0
20220120,1,1,1,592688.0
20220121,1,1,1,590227.0
20220124,1,1,1,589876.0
20220125,1,1,1,591173.0
20220126,1,1,1,593079.0
20220127,1,1,1,592016.0
20220128,1,1,1,591173.0
20220131,1,1,1,591243.0
20220201,1,1,1,591696.0
20220202,1,1,1,590626.0
20220203,1,1,1,592509.0
20220204,1,1,1,595681.0
20220207,1,1,1,595181.0
20220208,1,1,1,596438.0
20220209,1,1,1,595751.0
20220210,1,1,1,599071.0
20220211,1,1,1,597118.0
20220214,1,1,1,598751.0
20220215,1,1,1,600063.0
20220216,1,1,1,599774.0
20220217,1,1,1,597696.0
20220218,1,1,1,596243.0
20220221,1,1,1,595899.0
20220222,1,1,1,596735.0
20220223,1,1,1,597431.0
20220224,1,1,1,597063.0
20220225,1,1,1,597720.0
20220228,1,1,1,592891.0
20220301,0,1,0,587933.0
20220302,0,1,0,588980.0
20220303,0,1,0,588910.0
20220304,0,1,0,588347.0
20220307,0,1,0,588675.0
20220308,0,1,0,589246.0
20220309,0,1,0,589621.0
20220310,0,1,0,589941.0
20220311,0,1,0,590058.0
20220314,0,1,0,590683.0
20220315,1,1,0,591004.0
20220316,1,1,0,591879.0
20220317,1,1,0,591636.0
20220318,1,1,0,591230.0
20220321,1,1,0,593675.0
20220322,1,1,1,595879.0
20220323,1,1,1,594144.0
20220324,1,1,1,594707.0
20220325,1,1,1,599363.0
20220328,1,1,1,598597.0
20220329,1,1,1,596300.0
20220330,1,1,1,595339.0
20220331,1,1,1,594324.0
