Date,ES,
20200123,0,93588.0
20200124,0,93588.0
20200127,0,93588.0
20200128,0,93588.0
20200129,0,93588.0
20200130,0,93588.0
20200131,0,93588.0
20200203,0,93588.0
20200204,0,93588.0
20200205,0,93588.0
20200206,0,93588.0
20200207,0,93588.0
20200210,0,93588.0
20200211,0,93588.0
20200212,0,93588.0
20200213,0,93588.0
20200214,0,93588.0
20200218,0,93588.0
20200219,0,93588.0
20200220,0,93588.0
20200221,0,93588.0
20200224,1,93275.0
20200225,0,88538.0
20200226,1,88188.0
20200227,0,83488.0
20200228,0,83488.0
20200302,0,83488.0
20200303,0,83488.0
20200304,0,83488.0
20200305,0,83488.0
20200306,0,83488.0
20200309,0,83488.0
20200310,0,83488.0
20200311,0,83488.0
20200312,0,83488.0
20200313,0,83488.0
20200316,0,83488.0
20200317,0,83488.0
20200318,0,83488.0
20200319,0,83488.0
20200320,0,83488.0
20200323,0,83488.0
20200324,0,83488.0
20200325,0,83488.0
20200326,1,81125.0
20200327,1,85325.0
20200330,0,83800.0
20200331,0,83800.0
20200401,0,83800.0
20200402,0,83800.0
20200403,0,83800.0
20200406,0,83800.0
20200407,0,83800.0
20200408,0,83800.0
20200409,0,83800.0
20200413,0,83800.0
20200414,0,83800.0
20200415,0,83800.0
20200416,0,83800.0
20200417,0,83800.0
20200420,0,83800.0
20200421,0,83800.0
20200422,0,83800.0
20200423,0,83800.0
20200424,0,83800.0
20200427,0,83800.0
20200428,1,85862.0
20200429,0,83525.0
20200430,0,83525.0
20200501,0,83525.0
20200504,0,83525.0
20200505,0,83525.0
20200506,0,83525.0
20200507,0,83525.0
20200508,0,83525.0
20200511,1,83875.0
20200512,0,83212.0
20200513,0,83212.0
20200514,0,83212.0
20200515,0,83212.0
20200518,0,83212.0
20200519,0,83212.0
20200520,0,83212.0
20200521,0,83212.0
20200522,0,83212.0
20200526,0,83212.0
20200527,0,83212.0
20200528,0,83212.0
20200529,0,83212.0
20200601,0,83212.0
20200602,0,83212.0
20200603,0,83212.0
20200604,0,83212.0
20200605,0,83212.0
20200608,0,83212.0
20200609,0,83212.0
20200610,0,83212.0
20200611,1,78150.0
20200612,0,78162.0
20200615,0,78162.0
20200616,0,78162.0
20200617,0,78162.0
20200618,0,78162.0
20200619,1,77100.0
20200622,1,79662.0
20200623,0,80788.0
20200624,0,80788.0
20200625,0,80788.0
20200626,0,80788.0
20200629,0,80788.0
20200630,0,80788.0
20200701,0,80788.0
20200702,0,80788.0
20200706,0,80788.0
20200707,0,80788.0
20200708,0,80788.0
20200709,0,80788.0
20200710,0,80788.0
20200713,0,80788.0
20200714,0,80788.0
20200715,0,80788.0
20200716,0,80788.0
20200717,0,80788.0
20200720,0,80788.0
20200721,0,80788.0
20200722,0,80788.0
20200723,0,80788.0
20200724,0,80788.0
20200727,0,80788.0
20200728,0,80788.0
20200729,0,80788.0
20200730,0,80788.0
20200731,0,80788.0
20200803,0,80788.0
20200804,0,80788.0
20200805,0,80788.0
20200806,0,80788.0
20200807,0,80788.0
20200810,0,80788.0
20200811,0,80788.0
20200812,0,80788.0
20200813,0,80788.0
20200814,0,80788.0
20200817,0,80788.0
20200818,0,80788.0
20200819,0,80788.0
20200820,0,80788.0
20200821,0,80788.0
20200824,0,80788.0
20200825,0,80788.0
20200826,0,80788.0
20200827,0,80788.0
20200828,0,80788.0
20200831,0,80788.0
20200901,0,80788.0
20200902,0,80788.0
20200903,0,80788.0
20200904,0,80788.0
20200908,1,80175.0
20200909,1,83412.0
20200910,0,84200.0
20200911,0,84200.0
20200914,0,84200.0
20200915,0,84200.0
20200916,0,84200.0
20200917,0,84200.0
20200918,1,84125.0
20200921,0,79150.0
20200922,0,79150.0
20200923,0,79150.0
20200924,0,79150.0
20200925,0,79150.0
20200928,0,79150.0
20200929,0,79150.0
20200930,0,79150.0
20201001,0,79150.0
20201002,0,79150.0
20201005,0,79150.0
20201006,0,79150.0
20201007,0,79150.0
20201008,0,79150.0
20201009,0,79150.0
20201012,0,79150.0
20201013,0,79150.0
20201014,0,79150.0
20201015,1,81050.0
20201016,1,80388.0
20201019,1,78412.0
20201020,1,78888.0
20201021,1,78900.0
20201022,1,79738.0
20201023,0,80225.0
20201026,0,80225.0
20201027,0,80225.0
20201028,1,77650.0
20201029,1,78850.0
20201030,1,77412.0
20201102,1,79138.0
20201103,1,81675.0
20201104,0,84562.0
20201105,0,84562.0
20201106,0,84562.0
20201109,0,84562.0
20201110,0,84562.0
20201111,0,84562.0
20201112,0,84562.0
20201113,0,84562.0
20201116,0,84562.0
20201117,0,84562.0
20201118,0,84562.0
20201119,1,85488.0
20201120,0,85450.0
20201123,0,85450.0
20201124,0,85450.0
20201125,0,85450.0
20201127,0,85450.0
20201130,0,85450.0
20201201,0,85450.0
20201202,0,85450.0
20201203,0,85450.0
20201204,0,85450.0
20201207,0,85450.0
20201208,0,85450.0
20201209,0,85450.0
20201210,0,85450.0
20201211,1,86325.0
20201214,1,85812.0
20201215,1,87900.0
20201216,0,88150.0
20201217,0,88150.0
20201218,0,88150.0
20201221,0,88150.0
20201222,0,88150.0
20201223,0,88150.0
20201224,0,88150.0
20201228,0,88150.0
20201229,0,88150.0
20201230,0,88150.0
20201231,1,89550.0
20210104,0,89988.0
20210105,0,89988.0
20210106,0,89988.0
20210107,0,89988.0
20210108,0,89988.0
20210111,0,89988.0
20210112,0,89988.0
20210113,0,89988.0
20210114,0,89988.0
20210115,0,89988.0
20210119,0,89988.0
20210120,0,89988.0
20210121,0,89988.0
20210122,0,89988.0
20210125,0,89988.0
20210126,0,89988.0
20210127,0,89988.0
20210128,0,89988.0
20210129,0,89988.0
20210201,0,89988.0
20210202,0,89988.0
20210203,0,89988.0
20210204,0,89988.0
20210205,0,89988.0
20210208,0,89988.0
20210209,0,89988.0
20210210,0,89988.0
20210211,0,89988.0
20210212,0,89988.0
20210216,0,89988.0
20210217,0,89988.0
20210218,0,89988.0
20210219,0,89988.0
20210222,1,90100.0
20210223,1,90100.0
20210224,1,92662.0
20210225,0,91638.0
20210226,0,91638.0
20210301,0,91638.0
20210302,0,91638.0
20210303,0,91638.0
20210304,1,89575.0
20210305,1,92912.0
20210308,0,93350.0
20210309,0,93350.0
20210310,0,93350.0
20210311,0,93350.0
20210312,0,93350.0
20210315,0,93350.0
20210316,0,93350.0
20210317,0,93350.0
20210318,0,93350.0
20210319,0,93350.0
20210322,0,93350.0
20210323,0,93350.0
20210324,0,93350.0
20210325,1,95412.0
20210326,0,95775.0
20210329,0,95775.0
20210330,0,95775.0
20210331,0,95775.0
20210401,0,95775.0
20210405,0,95775.0
20210406,0,95775.0
20210407,0,95775.0
20210408,0,95775.0
20210409,0,95775.0
20210412,0,95775.0
20210413,0,95775.0
20210414,0,95775.0
20210415,0,95775.0
20210416,0,95775.0
20210419,0,95775.0
20210420,0,95775.0
20210421,0,95775.0
20210422,0,95775.0
20210423,0,95775.0
20210426,0,95775.0
20210427,0,95775.0
20210428,0,95775.0
20210429,0,95775.0
20210430,0,95775.0
20210503,0,95775.0
20210504,0,95775.0
20210505,0,95775.0
20210506,0,95775.0
20210507,0,95775.0
20210510,0,95775.0
20210511,0,95775.0
20210512,1,93412.0
20210513,1,95800.0
20210514,0,97288.0
20210517,0,97288.0
20210518,0,97288.0
20210519,1,99062.0
20210520,1,101375.0
20210521,0,102225.0
20210524,0,102225.0
20210525,0,102225.0
20210526,0,102225.0
20210527,0,102225.0
20210528,0,102225.0
20210601,0,102225.0
20210602,0,102225.0
20210603,0,102225.0
20210604,0,102225.0
20210607,0,102225.0
20210608,0,102225.0
20210609,0,102225.0
20210610,0,102225.0
20210611,0,102225.0
20210614,0,102225.0
20210615,0,102225.0
20210616,0,102225.0
20210617,1,103325.0
20210618,1,100388.0
20210621,1,103400.0
20210622,0,103362.0
20210623,0,103362.0
20210624,0,103362.0
20210625,0,103362.0
20210628,0,103362.0
20210629,0,103362.0
20210630,0,103362.0
20210701,0,103362.0
20210702,0,103362.0
20210706,0,103362.0
20210707,0,103362.0
20210708,0,103362.0
20210709,0,103362.0
20210712,0,103362.0
20210713,0,103362.0
20210714,0,103362.0
20210715,0,103362.0
20210716,0,103362.0
20210719,1,102588.0
20210720,1,105800.0
20210721,0,106375.0
20210722,0,106375.0
20210723,0,106375.0
20210726,0,106375.0
20210727,0,106375.0
20210728,0,106375.0
20210729,0,106375.0
20210730,0,106375.0
20210802,0,106375.0
20210803,1,108262.0
20210804,0,107550.0
20210805,0,107550.0
20210806,0,107550.0
20210809,0,107550.0
20210810,0,107550.0
20210811,0,107550.0
20210812,0,107550.0
20210813,0,107550.0
20210816,0,107550.0
20210817,0,107550.0
20210818,0,107550.0
20210819,1,109338.0
20210820,0,109475.0
20210823,0,109475.0
20210824,0,109475.0
20210825,0,109475.0
20210826,0,109475.0
20210827,0,109475.0
20210830,0,109475.0
20210831,0,109475.0
20210901,0,109475.0
20210902,0,109475.0
20210903,0,109475.0
20210907,0,109475.0
20210908,1,109562.0
20210909,1,108550.0
20210910,1,106850.0
20210913,1,107375.0
20210914,1,106138.0
20210915,0,106325.0
20210916,0,106325.0
20210917,0,106325.0
20210920,1,106025.0
20210921,1,105775.0
20210922,1,107812.0
20210923,0,108775.0
20210924,0,108775.0
20210927,0,108775.0
20210928,0,108775.0
20210929,0,108775.0
20210930,0,108775.0
20211001,0,108775.0
20211004,0,108775.0
20211005,0,108775.0
20211006,0,108775.0
20211007,0,108775.0
20211008,0,108775.0
20211011,0,108775.0
20211012,1,108512.0
20211013,1,109225.0
20211014,0,111200.0
20211015,0,111200.0
20211018,0,111200.0
20211019,0,111200.0
20211020,0,111200.0
20211021,0,111200.0
20211022,0,111200.0
20211025,0,111200.0
20211026,0,111200.0
20211027,0,111200.0
20211028,0,111200.0
20211029,0,111200.0
20211101,0,111200.0
20211102,0,111200.0
20211103,0,111200.0
20211104,0,111200.0
20211105,0,111200.0
20211108,0,111200.0
20211109,0,111200.0
20211110,0,111200.0
20211111,0,111200.0
20211112,0,111200.0
20211115,0,111200.0
20211116,0,111200.0
20211117,0,111200.0
20211118,0,111200.0
20211119,0,111200.0
20211122,0,111200.0
20211123,1,111912.0
20211124,0,110688.0
20211126,0,110688.0
20211129,0,110688.0
20211130,0,110688.0
20211201,0,110688.0
20211202,0,110688.0
20211203,0,110688.0
20211206,0,110688.0
20211207,0,110688.0
20211208,0,110688.0
20211209,0,110688.0
20211210,0,110688.0
20211213,0,110688.0
20211214,0,110688.0
20211215,0,110688.0
20211216,0,110688.0
20211217,0,110688.0
20211220,1,110962.0
20211221,1,115075.0
20211222,0,114862.0
20211223,0,114862.0
20211227,0,114862.0
20211228,0,114862.0
20211229,0,114862.0
20211230,0,114862.0
20211231,0,114862.0
20220103,1,116300.0
20220104,0,117012.0
20220105,0,117012.0
20220106,1,117025.0
20220107,1,116038.0
20220110,0,111962.0
20220111,0,111962.0
20220112,0,111962.0
20220113,0,111962.0
20220114,0,111962.0
20220118,0,111962.0
20220119,0,111962.0
20220120,1,109638.0
20220121,0,106912.0
20220124,0,106912.0
20220125,0,106912.0
20220126,0,106912.0
20220127,0,106912.0
20220128,0,106912.0
20220131,0,106912.0
20220201,0,106912.0
20220202,0,106912.0
20220203,0,106912.0
20220204,0,106912.0
20220207,0,106912.0
20220208,0,106912.0
20220209,0,106912.0
20220210,0,106912.0
20220211,0,106912.0
20220214,0,106912.0
20220215,0,106912.0
20220216,0,106912.0
20220217,0,106912.0
20220218,0,106912.0
20220222,0,106912.0
20220223,0,106912.0
20220224,0,106912.0
20220225,0,106912.0
20220228,1,107675.0
20220301,0,108362.0
20220302,0,108362.0
20220303,0,108362.0
20220304,0,108362.0
20220307,0,108362.0
20220308,0,108362.0
20220309,0,108362.0
20220310,0,108362.0
20220311,0,108362.0
20220314,0,108362.0
20220315,0,108362.0
20220316,0,108362.0
20220317,1,105925.0
20220318,0,103300.0
20220321,0,103300.0
20220322,0,103300.0
20220323,0,103300.0
20220324,0,103300.0
20220325,0,103300.0
20220328,0,103300.0
20220329,0,103300.0
20220330,0,103300.0
20220331,0,103300.0
