Date,CL,EC,GC,KC,NG,S_,LH,SB,SI,TY,
20170921,0,1,1,0,0,0,1,0,0,0,181494.0
20170922,0,1,1,0,0,0,1,0,0,0,182558.0
20170925,0,1,1,0,0,0,1,0,0,0,182489.0
20170926,0,1,1,0,0,0,1,0,0,0,181352.0
20170927,0,1,1,0,0,0,1,0,0,0,178817.0
20170928,0,1,1,0,0,0,1,0,0,0,179832.0
20170929,0,1,0,0,0,0,1,0,0,0,178486.0
20171002,0,1,0,0,0,0,1,0,0,0,176769.0
20171003,0,1,0,0,0,0,1,0,0,0,176786.0
20171004,0,1,0,0,0,0,1,0,0,0,177031.0
20171005,0,0,0,0,0,0,1,0,0,0,175833.0
20171006,0,0,0,0,0,0,1,0,0,0,176583.0
20171009,0,0,0,0,0,0,1,0,0,0,176573.0
20171010,0,0,0,0,0,0,1,0,0,0,176333.0
20171011,0,0,0,0,0,0,1,0,0,0,175953.0
20171012,0,0,0,0,0,0,1,0,0,0,176303.0
20171013,0,0,0,0,0,0,1,0,0,0,176073.0
20171016,0,0,0,0,0,0,1,0,0,0,175473.0
20171017,0,0,0,0,0,0,1,0,0,0,176083.0
20171018,0,0,0,0,0,0,1,0,0,0,175453.0
20171019,0,0,0,0,0,0,1,0,0,0,175253.0
20171020,0,0,0,0,0,0,1,0,0,0,175013.0
20171023,0,0,0,0,0,0,1,0,0,0,175543.0
20171024,0,0,0,0,0,0,1,0,0,0,175343.0
20171025,0,0,0,0,0,0,1,0,0,0,175163.0
20171026,0,0,0,0,0,0,1,0,0,0,174933.0
20171027,0,0,0,0,0,0,1,0,0,0,175173.0
20171030,0,0,0,0,0,0,1,0,0,0,174883.0
20171031,0,0,0,0,0,0,0,0,0,0,174603.0
20171101,0,0,0,0,0,0,0,0,0,0,174603.0
20171102,1,0,0,0,1,0,0,0,0,0,174513.0
20171103,1,0,0,0,1,0,0,0,0,0,175123.0
20171106,1,0,0,0,1,0,0,0,0,0,175333.0
20171107,1,0,0,0,0,0,0,0,0,0,174983.0
20171108,1,0,0,0,0,0,0,0,0,0,174593.0
20171109,1,0,0,0,0,0,0,0,0,0,174953.0
20171110,1,0,0,0,0,0,0,0,0,0,174523.0
20171113,1,0,0,0,0,0,0,0,0,0,174543.0
20171114,1,0,0,0,0,0,0,0,0,0,173483.0
20171115,1,0,0,0,0,0,0,0,0,0,173113.0
20171116,1,0,0,0,0,0,0,0,0,0,172943.0
